regulator,target
hsa-mir-3943,GUK1
hsa-mir-424-5p,GUK1
hsa-mir-4787-3p,GUK1
hsa-mir-497-5p,GUK1
hsa-mir-576-5p,GUK1
hsa-mir-605-5p,GUK1
hsa-mir-1-3p,GUK1
hsa-mir-191-5p,GUK1
hsa-mir-374a-5p,GUK1
hsa-mir-125b-2-3p,EML4
hsa-mir-1301-3p,EML4
hsa-mir-148a-3p,EML4
hsa-mir-152-3p,EML4
hsa-mir-155-5p,EML4
hsa-mir-15a-5p,EML4
hsa-mir-15b-5p,EML4
hsa-mir-195-5p,EML4
hsa-mir-196a-5p,EML4
hsa-mir-21-3p,EML4
hsa-mir-23a-3p,EML4
hsa-mir-23b-3p,EML4
hsa-mir-23c,EML4
hsa-mir-24-3p,EML4
hsa-mir-26a-5p,EML4
hsa-mir-26b-5p,EML4
hsa-mir-29a-5p,EML4
hsa-mir-3127-3p,EML4
hsa-mir-320a,EML4
hsa-mir-320b,EML4
hsa-mir-320c,EML4
hsa-mir-320d,EML4
hsa-mir-424-5p,EML4
hsa-mir-497-5p,EML4
hsa-mir-501-3p,EML4
hsa-mir-522-5p,EML4
hsa-mir-548a-3p,EML4
hsa-mir-590-3p,EML4
hsa-mir-7-1-3p,EML4
hsa-mir-7-5p,EML4
hsa-mir-769-3p,EML4
hsa-mir-770-5p,EML4
hsa-mir-9-5p,EML4
hsa-mir-376c-3p,EML4
hsa-mir-124-3p,EML4
hsa-mir-130a-3p,EML4
hsa-mir-182-5p,EML4
hsa-mir-29c-3p,EML4
hsa-mir-520c-3p,EML4
hsa-mir-181a-5p,EML4
hsa-mir-128-3p,EML4
hsa-mir-21-5p,RPS27A
hsa-mir-29a-3p,RPS27A
hsa-mir-29b-3p,RPS27A
hsa-mir-29c-3p,RPS27A
hsa-mir-520h,RPS27A
hsa-mir-181a-5p,RPS27A
hsa-mir-485-3p,RPS27A
hsa-mir-1-3p,RPS27A
hsa-mir-1-3p,SNRPG
hsa-mir-155-5p,SNRPG
hsa-mir-23b-3p,SNRPG
hsa-mir-124-3p,SNRPG
hsa-mir-20a-5p,SNRPG
hsa-mir-34a-5p,SNRPG
hsa-let-7a-5p,LIMD1
hsa-let-7b-5p,LIMD1
hsa-let-7c-5p,LIMD1
hsa-let-7d-5p,LIMD1
hsa-let-7e-5p,LIMD1
hsa-let-7f-5p,LIMD1
hsa-let-7g-5p,LIMD1
hsa-let-7i-5p,LIMD1
hsa-mir-1306-3p,LIMD1
hsa-mir-143-3p,LIMD1
hsa-mir-147b,LIMD1
hsa-mir-183-3p,LIMD1
hsa-mir-204-5p,LIMD1
hsa-mir-216b-5p,LIMD1
hsa-mir-23b-5p,LIMD1
hsa-mir-26a-5p,LIMD1
hsa-mir-27a-3p,LIMD1
hsa-mir-27b-3p,LIMD1
hsa-mir-29a-3p,LIMD1
hsa-mir-3158-3p,LIMD1
hsa-mir-329-3p,LIMD1
hsa-mir-338-3p,LIMD1
hsa-mir-342-3p,LIMD1
hsa-mir-3617-5p,LIMD1
hsa-mir-3619-5p,LIMD1
hsa-mir-362-3p,LIMD1
hsa-mir-424-5p,LIMD1
hsa-mir-5010-3p,LIMD1
hsa-mir-522-5p,LIMD1
hsa-mir-570-3p,LIMD1
hsa-mir-614,LIMD1
hsa-mir-615-5p,LIMD1
hsa-mir-671-5p,LIMD1
hsa-mir-941,LIMD1
hsa-mir-1-3p,LIMD1
hsa-mir-191-5p,LIMD1
hsa-mir-200b-3p,LIMD1
hsa-mir-30a-5p,LIMD1
hsa-mir-7-5p,LIMD1
hsa-mir-192-5p,LIMD1
hsa-mir-122-5p,NFKBIZ
hsa-mir-1304-5p,NFKBIZ
hsa-mir-141-3p,NFKBIZ
hsa-mir-151a-5p,NFKBIZ
hsa-mir-151b,NFKBIZ
hsa-mir-181c-3p,NFKBIZ
hsa-mir-190b,NFKBIZ
hsa-mir-20b-5p,NFKBIZ
hsa-mir-24-3p,NFKBIZ
hsa-mir-338-3p,NFKBIZ
hsa-mir-377-3p,NFKBIZ
hsa-mir-423-5p,NFKBIZ
hsa-mir-449a,NFKBIZ
hsa-mir-487a-3p,NFKBIZ
hsa-mir-548ap-3p,NFKBIZ
hsa-mir-589-5p,NFKBIZ
hsa-mir-597-5p,NFKBIZ
hsa-mir-625-5p,NFKBIZ
hsa-mir-744-5p,NFKBIZ
hsa-mir-876-5p,NFKBIZ
hsa-mir-885-3p,NFKBIZ
hsa-mir-939-5p,NFKBIZ
hsa-mir-1-3p,NFKBIZ
hsa-mir-129-2-3p,NFKBIZ
hsa-mir-16-5p,NFKBIZ
hsa-mir-182-5p,NFKBIZ
hsa-mir-191-5p,NFKBIZ
hsa-mir-20a-5p,NFKBIZ
hsa-mir-21-3p,NFKBIZ
hsa-mir-21-5p,NFKBIZ
hsa-mir-214-3p,NFKBIZ
hsa-mir-27a-5p,NFKBIZ
hsa-mir-30a-5p,NFKBIZ
hsa-mir-34a-5p,NFKBIZ
hsa-mir-429,NFKBIZ
hsa-mir-133a-3p,NFKBIZ
hsa-mir-7-5p,IGSF11
hsa-mir-132-3p,IGSF11
hsa-mir-27a-3p,IGSF11
hsa-mir-339-5p,BOC
hsa-mir-95-3p,BOC
hsa-mir-129-2-3p,BOC
hsa-mir-182-5p,BOC
hsa-mir-181b-5p,BOC
hsa-mir-374a-5p,BOC
hsa-mir-10a-3p,LPP
hsa-mir-1224-3p,LPP
hsa-mir-122-5p,LPP
hsa-mir-125b-2-3p,LPP
hsa-mir-1303,LPP
hsa-mir-130a-3p,LPP
hsa-mir-130a-5p,LPP
hsa-mir-135b-5p,LPP
hsa-mir-148a-3p,LPP
hsa-mir-148b-3p,LPP
hsa-mir-152-3p,LPP
hsa-mir-16-5p,LPP
hsa-mir-17-3p,LPP
hsa-mir-181a-5p,LPP
hsa-mir-182-5p,LPP
hsa-mir-183-5p,LPP
hsa-mir-185-3p,LPP
hsa-mir-186-3p,LPP
hsa-mir-193a-3p,LPP
hsa-mir-193b-3p,LPP
hsa-mir-196a-5p,LPP
hsa-mir-196b-5p,LPP
hsa-mir-19a-3p,LPP
hsa-mir-19b-3p,LPP
hsa-mir-1-3p,LPP
hsa-mir-200b-3p,LPP
hsa-mir-200c-3p,LPP
hsa-mir-21-5p,LPP
hsa-mir-216b-5p,LPP
hsa-mir-22-3p,LPP
hsa-mir-23a-3p,LPP
hsa-mir-23a-5p,LPP
hsa-mir-23b-3p,LPP
hsa-mir-23b-5p,LPP
hsa-mir-23c,LPP
hsa-mir-27a-3p,LPP
hsa-mir-27b-3p,LPP
hsa-mir-320a,LPP
hsa-mir-320b,LPP
hsa-mir-320c,LPP
hsa-mir-32-5p,LPP
hsa-mir-363-3p,LPP
hsa-mir-365a-3p,LPP
hsa-mir-365b-3p,LPP
hsa-mir-378a-3p,LPP
hsa-mir-378c,LPP
hsa-mir-378d,LPP
hsa-mir-378i,LPP
hsa-mir-421,LPP
hsa-mir-422a,LPP
hsa-mir-423-5p,LPP
hsa-mir-425-5p,LPP
hsa-mir-429,LPP
hsa-mir-4786-3p,LPP
hsa-mir-487a-3p,LPP
hsa-mir-489-3p,LPP
hsa-mir-490-3p,LPP
hsa-mir-493-3p,LPP
hsa-mir-5010-3p,LPP
hsa-mir-501-3p,LPP
hsa-mir-502-3p,LPP
hsa-mir-507,LPP
hsa-mir-522-5p,LPP
hsa-mir-539-3p,LPP
hsa-mir-541-5p,LPP
hsa-mir-548b-3p,LPP
hsa-mir-548e-3p,LPP
hsa-mir-5581-3p,LPP
hsa-mir-571,LPP
hsa-mir-595,LPP
hsa-mir-603,LPP
hsa-mir-615-3p,LPP
hsa-mir-625-3p,LPP
hsa-mir-627-5p,LPP
hsa-mir-7-5p,LPP
hsa-mir-99a-3p,LPP
hsa-mir-99b-3p,LPP
hsa-mir-369-3p,LPP
hsa-let-7b-5p,LPP
hsa-mir-129-2-3p,LPP
hsa-mir-146a-5p,LPP
hsa-mir-155-5p,LPP
hsa-mir-210-3p,LPP
hsa-mir-224-5p,LPP
hsa-mir-92a-3p,LPP
hsa-mir-9-5p,LPP
hsa-mir-205-5p,OCIAD2
hsa-mir-103a-3p,OCIAD2
hsa-mir-107,OCIAD2
hsa-mir-16-5p,OCIAD2
hsa-mir-182-5p,OCIAD2
hsa-mir-21-3p,OCIAD2
hsa-mir-27a-5p,OCIAD2
hsa-mir-34a-5p,OCIAD2
hsa-mir-101-3p,OCIAD2
hsa-mir-374a-5p,OCIAD2
hsa-mir-10b-5p,SFRP2
hsa-mir-106b-3p,RPL37
hsa-mir-122-5p,RPL37
hsa-mir-1304-3p,RPL37
hsa-mir-1307-5p,RPL37
hsa-mir-130b-5p,RPL37
hsa-mir-137,RPL37
hsa-mir-140-3p,RPL37
hsa-mir-143-3p,RPL37
hsa-mir-181b-5p,RPL37
hsa-mir-181d-5p,RPL37
hsa-mir-19a-5p,RPL37
hsa-mir-19b-1-5p,RPL37
hsa-mir-2467-5p,RPL37
hsa-mir-27a-5p,RPL37
hsa-mir-301a-5p,RPL37
hsa-mir-32-5p,RPL37
hsa-mir-338-3p,RPL37
hsa-mir-3929,RPL37
hsa-mir-452-3p,RPL37
hsa-mir-455-5p,RPL37
hsa-mir-4705,RPL37
hsa-mir-493-3p,RPL37
hsa-mir-5010-3p,RPL37
hsa-mir-589-3p,RPL37
hsa-mir-92a-3p,RPL37
hsa-mir-92b-3p,RPL37
hsa-mir-935,RPL37
hsa-mir-124-3p,RPL37
hsa-mir-361-5p,RPL37
hsa-mir-433-3p,RPL37
hsa-mir-485-3p,RPL37
hsa-mir-103a-3p,RPL37
hsa-mir-23b-3p,RPL37
hsa-mir-494-3p,RPL37
hsa-mir-126-3p,RPL37
hsa-mir-33a-5p,RPL37
hsa-mir-7-5p,RPL37
hsa-mir-1287-5p,ADAMTS19
hsa-mir-1913,ADAMTS19
hsa-mir-221-3p,ADAMTS19
hsa-mir-222-3p,ADAMTS19
hsa-mir-25-3p,ADAMTS19
hsa-mir-374a-5p,ADAMTS19
hsa-mir-107,C1QTNF2
hsa-mir-146a-5p,C1QTNF2
hsa-mir-31-5p,C1QTNF2
hsa-mir-520c-3p,C1QTNF2
hsa-mir-130a-3p,KLHL3
hsa-mir-130b-3p,KLHL3
hsa-mir-21-3p,KLHL3
hsa-mir-21-5p,KLHL3
hsa-mir-296-5p,KLHL3
hsa-mir-301a-3p,KLHL3
hsa-mir-301b-3p,KLHL3
hsa-mir-3651,KLHL3
hsa-mir-423-5p,KLHL3
hsa-mir-4524a-5p,KLHL3
hsa-mir-491-5p,KLHL3
hsa-mir-545-3p,KLHL3
hsa-mir-548an,KLHL3
hsa-mir-942-5p,KLHL3
hsa-mir-129-2-3p,KLHL3
hsa-mir-27a-5p,KLHL3
hsa-mir-1303,HIGD2A
hsa-mir-1306-3p,HIGD2A
hsa-mir-16-5p,HIGD2A
hsa-mir-183-3p,HIGD2A
hsa-mir-185-3p,HIGD2A
hsa-mir-30a-5p,HIGD2A
hsa-mir-30b-5p,HIGD2A
hsa-mir-30c-5p,HIGD2A
hsa-mir-30d-5p,HIGD2A
hsa-mir-30e-5p,HIGD2A
hsa-mir-3180-3p,HIGD2A
hsa-mir-330-5p,HIGD2A
hsa-mir-34a-5p,HIGD2A
hsa-mir-449a,HIGD2A
hsa-mir-486-5p,HIGD2A
hsa-mir-522-5p,HIGD2A
hsa-mir-590-5p,HIGD2A
hsa-mir-647,HIGD2A
hsa-mir-651-5p,HIGD2A
hsa-mir-497-5p,HIGD2A
hsa-mir-1-3p,HIGD2A
hsa-mir-494-3p,HIGD2A
hsa-mir-603,HIGD2A
hsa-let-7b-5p,HIGD2A
hsa-mir-155-5p,HIGD2A
hsa-mir-191-5p,HIGD2A
hsa-mir-19b-3p,HIGD2A
hsa-mir-520c-3p,HIGD2A
hsa-let-7a-5p,DOK3
hsa-let-7b-5p,DOK3
hsa-let-7c-5p,DOK3
hsa-let-7e-5p,DOK3
hsa-mir-191-5p,DOK3
hsa-mir-28-5p,DOK3
hsa-mir-3158-3p,DOK3
hsa-mir-34a-5p,DOK3
hsa-mir-34b-5p,DOK3
hsa-mir-34c-5p,DOK3
hsa-mir-449b-5p,DOK3
hsa-mir-449c-5p,DOK3
hsa-mir-769-3p,DOK3
hsa-mir-940,DOK3
hsa-mir-1343-3p,DOK3
hsa-mir-129-2-3p,DOK3
hsa-mir-23b-3p,DOK3
hsa-mir-27a-3p,DOK3
hsa-mir-101-3p,PHIP
hsa-mir-103a-3p,PHIP
hsa-mir-106b-5p,PHIP
hsa-mir-107,PHIP
hsa-mir-1207-5p,PHIP
hsa-mir-1224-5p,PHIP
hsa-mir-124-3p,PHIP
hsa-mir-1249-3p,PHIP
hsa-mir-125a-5p,PHIP
hsa-mir-125b-5p,PHIP
hsa-mir-1271-3p,PHIP
hsa-mir-1290,PHIP
hsa-mir-1301-3p,PHIP
hsa-mir-130a-5p,PHIP
hsa-mir-132-3p,PHIP
hsa-mir-141-3p,PHIP
hsa-mir-142-3p,PHIP
hsa-mir-148b-3p,PHIP
hsa-mir-148b-5p,PHIP
hsa-mir-152-3p,PHIP
hsa-mir-154-5p,PHIP
hsa-mir-17-3p,PHIP
hsa-mir-17-5p,PHIP
hsa-mir-181a-3p,PHIP
hsa-mir-183-5p,PHIP
hsa-mir-192-5p,PHIP
hsa-mir-195-5p,PHIP
hsa-mir-19a-3p,PHIP
hsa-mir-19b-3p,PHIP
hsa-mir-200a-3p,PHIP
hsa-mir-20a-5p,PHIP
hsa-mir-212-3p,PHIP
hsa-mir-215-5p,PHIP
hsa-mir-223-5p,PHIP
hsa-mir-23a-3p,PHIP
hsa-mir-23b-3p,PHIP
hsa-mir-25-3p,PHIP
hsa-mir-26a-5p,PHIP
hsa-mir-26b-5p,PHIP
hsa-mir-27a-3p,PHIP
hsa-mir-27b-3p,PHIP
hsa-mir-301a-3p,PHIP
hsa-mir-30a-5p,PHIP
hsa-mir-30b-5p,PHIP
hsa-mir-30c-5p,PHIP
hsa-mir-30d-5p,PHIP
hsa-mir-32-3p,PHIP
hsa-mir-32-5p,PHIP
hsa-mir-331-5p,PHIP
hsa-mir-338-3p,PHIP
hsa-mir-345-5p,PHIP
hsa-mir-361-5p,PHIP
hsa-mir-374a-3p,PHIP
hsa-mir-374a-5p,PHIP
hsa-mir-425-5p,PHIP
hsa-mir-4742-3p,PHIP
hsa-mir-486-5p,PHIP
hsa-mir-489-3p,PHIP
hsa-mir-497-5p,PHIP
hsa-mir-5010-3p,PHIP
hsa-mir-509-3p,PHIP
hsa-mir-514a-3p,PHIP
hsa-mir-522-5p,PHIP
hsa-mir-548d-3p,PHIP
hsa-mir-550a-3-5p,PHIP
hsa-mir-550a-5p,PHIP
hsa-mir-5690,PHIP
hsa-mir-582-3p,PHIP
hsa-mir-628-5p,PHIP
hsa-mir-766-3p,PHIP
hsa-mir-769-5p,PHIP
hsa-mir-92a-3p,PHIP
hsa-mir-933,PHIP
hsa-mir-93-5p,PHIP
hsa-mir-9-3p,PHIP
hsa-mir-9-5p,PHIP
hsa-mir-153-3p,PHIP
hsa-mir-369-3p,PHIP
hsa-mir-495-3p,PHIP
hsa-mir-1-3p,PHIP
hsa-mir-147a,PHIP
hsa-mir-182-5p,PHIP
hsa-mir-429,PHIP
hsa-mir-125a-3p,DYNLT1
hsa-mir-138-5p,DYNLT1
hsa-mir-139-5p,DYNLT1
hsa-mir-148b-3p,DYNLT1
hsa-mir-151a-3p,DYNLT1
hsa-mir-152-3p,DYNLT1
hsa-mir-15b-3p,DYNLT1
hsa-mir-17-5p,DYNLT1
hsa-mir-192-5p,DYNLT1
hsa-mir-202-5p,DYNLT1
hsa-mir-215-5p,DYNLT1
hsa-mir-223-5p,DYNLT1
hsa-mir-27a-3p,DYNLT1
hsa-mir-30a-3p,DYNLT1
hsa-mir-30a-5p,DYNLT1
hsa-mir-30b-5p,DYNLT1
hsa-mir-30c-5p,DYNLT1
hsa-mir-30d-3p,DYNLT1
hsa-mir-30d-5p,DYNLT1
hsa-mir-30e-3p,DYNLT1
hsa-mir-30e-5p,DYNLT1
hsa-mir-484,DYNLT1
hsa-mir-522-5p,DYNLT1
hsa-mir-548q,DYNLT1
hsa-mir-641,DYNLT1
hsa-mir-664a-3p,DYNLT1
hsa-mir-1-3p,DYNLT1
hsa-mir-124-3p,DYNLT1
hsa-mir-155-5p,DYNLT1
hsa-mir-23b-3p,DYNLT1
hsa-mir-128-3p,DYNLT1
hsa-mir-129-2-3p,DYNLT1
hsa-mir-34a-5p,DYNLT1
hsa-mir-449a,DYNLT1
hsa-mir-103a-3p,C7orf50
hsa-mir-107,C7orf50
hsa-mir-196a-5p,C7orf50
hsa-mir-221-5p,C7orf50
hsa-mir-22-3p,C7orf50
hsa-mir-326,C7orf50
hsa-mir-34a-5p,C7orf50
hsa-mir-490-3p,C7orf50
hsa-mir-628-5p,C7orf50
hsa-mir-941,C7orf50
hsa-mir-1-3p,C7orf50
hsa-mir-1343-3p,C7orf50
hsa-mir-146a-5p,C7orf50
hsa-mir-191-5p,C7orf50
hsa-mir-103a-3p,ZMYM3
hsa-mir-107,ZMYM3
hsa-mir-142-5p,ZMYM3
hsa-mir-15b-5p,ZMYM3
hsa-mir-17-3p,ZMYM3
hsa-mir-182-5p,ZMYM3
hsa-mir-185-3p,ZMYM3
hsa-mir-186-3p,ZMYM3
hsa-mir-24-3p,ZMYM3
hsa-mir-27a-3p,ZMYM3
hsa-mir-27b-5p,ZMYM3
hsa-mir-301a-3p,ZMYM3
hsa-mir-3175,ZMYM3
hsa-mir-34a-5p,ZMYM3
hsa-mir-362-3p,ZMYM3
hsa-mir-362-5p,ZMYM3
hsa-mir-449a,ZMYM3
hsa-mir-491-5p,ZMYM3
hsa-mir-500a-5p,ZMYM3
hsa-mir-500b-5p,ZMYM3
hsa-mir-501-5p,ZMYM3
hsa-mir-522-5p,ZMYM3
hsa-mir-548d-3p,ZMYM3
hsa-mir-589-3p,ZMYM3
hsa-mir-624-3p,ZMYM3
hsa-mir-625-5p,ZMYM3
hsa-mir-1-3p,ZMYM3
hsa-mir-147a,ZMYM3
hsa-mir-16-5p,ZMYM3
hsa-mir-194-5p,ZMYM3
hsa-mir-200b-3p,ZMYM3
hsa-mir-21-3p,ZMYM3
hsa-mir-27a-5p,ZMYM3
hsa-mir-18a-3p,EBP
hsa-mir-196a-5p,EBP
hsa-mir-93-5p,EBP
hsa-mir-1-3p,EBP
hsa-mir-107,EBP
hsa-mir-124-3p,EBP
hsa-mir-146a-5p,EBP
hsa-mir-155-5p,EBP
hsa-mir-16-5p,EBP
hsa-mir-191-5p,EBP
hsa-mir-200b-3p,EBP
hsa-mir-224-5p,EBP
hsa-mir-26a-5p,EBP
hsa-mir-129-2-3p,ADHFE1
hsa-mir-146a-5p,ADHFE1
hsa-mir-671-5p,ADHFE1
hsa-mir-125a-3p,MRPS28
hsa-mir-627-5p,MRPS28
hsa-mir-27a-3p,MRPS28
hsa-mir-27b-3p,MRPS28
hsa-mir-433-3p,MRPS28
hsa-mir-124-3p,MRPS28
hsa-mir-126-3p,MRPS28
hsa-mir-122-5p,NOTCH1
hsa-mir-128-3p,NOTCH1
hsa-mir-1301-3p,NOTCH1
hsa-mir-145-5p,NOTCH1
hsa-mir-17-3p,NOTCH1
hsa-mir-181a-2-3p,NOTCH1
hsa-mir-20a-3p,NOTCH1
hsa-mir-22-3p,NOTCH1
hsa-mir-22-5p,NOTCH1
hsa-mir-340-5p,NOTCH1
hsa-mir-4742-3p,NOTCH1
hsa-mir-548d-3p,NOTCH1
hsa-mir-628-5p,NOTCH1
hsa-mir-708-5p,NOTCH1
hsa-mir-124-3p,NOTCH1
hsa-mir-338-3p,NOTCH1
hsa-mir-7-5p,NOTCH1
hsa-mir-1343-3p,NOTCH1
hsa-mir-106a-5p,COMMD3
hsa-mir-106b-5p,COMMD3
hsa-mir-17-5p,COMMD3
hsa-mir-20a-5p,COMMD3
hsa-mir-499a-3p,COMMD3
hsa-mir-93-5p,COMMD3
hsa-mir-1-3p,COMMD3
hsa-mir-1343-3p,COMMD3
hsa-mir-23b-3p,COMMD3
hsa-mir-126-3p,COMMD3
hsa-mir-129-2-3p,COMMD3
hsa-mir-147a,COMMD3
hsa-mir-16-5p,COMMD3
hsa-mir-210-3p,COMMD3
hsa-mir-374a-5p,COMMD3
hsa-mir-26a-5p,MSRB2
hsa-mir-26b-5p,MSRB2
hsa-mir-1-3p,MSRB2
hsa-mir-10b-5p,MSRB2
hsa-mir-146a-5p,MSRB2
hsa-mir-155-5p,MSRB2
hsa-mir-16-5p,MSRB2
hsa-mir-212-3p,MSRB2
hsa-mir-27a-3p,MSRB2
hsa-mir-29c-3p,MSRB2
hsa-mir-375,MSRB2
hsa-mir-429,MSRB2
hsa-mir-374a-5p,MSRB2
hsa-mir-124-3p,MSRB2
hsa-let-7a-5p,MKI67
hsa-let-7b-5p,MKI67
hsa-let-7c-5p,MKI67
hsa-let-7f-2-3p,MKI67
hsa-let-7f-5p,MKI67
hsa-let-7g-5p,MKI67
hsa-let-7i-5p,MKI67
hsa-mir-101-3p,MKI67
hsa-mir-106a-5p,MKI67
hsa-mir-106b-5p,MKI67
hsa-mir-1224-5p,MKI67
hsa-mir-1226-5p,MKI67
hsa-mir-1229-3p,MKI67
hsa-mir-1231,MKI67
hsa-mir-1254,MKI67
hsa-mir-125a-5p,MKI67
hsa-mir-125b-1-3p,MKI67
hsa-mir-125b-2-3p,MKI67
hsa-mir-125b-5p,MKI67
hsa-mir-1263,MKI67
hsa-mir-1288-3p,MKI67
hsa-mir-133a-3p,MKI67
hsa-mir-135b-3p,MKI67
hsa-mir-135b-5p,MKI67
hsa-mir-140-3p,MKI67
hsa-mir-141-3p,MKI67
hsa-mir-145-5p,MKI67
hsa-mir-148a-5p,MKI67
hsa-mir-148b-5p,MKI67
hsa-mir-182-5p,MKI67
hsa-mir-196a-5p,MKI67
hsa-mir-196b-5p,MKI67
hsa-mir-19a-5p,MKI67
hsa-mir-19b-1-5p,MKI67
hsa-mir-200a-3p,MKI67
hsa-mir-20a-5p,MKI67
hsa-mir-20b-5p,MKI67
hsa-mir-21-3p,MKI67
hsa-mir-222-3p,MKI67
hsa-mir-222-5p,MKI67
hsa-mir-22-3p,MKI67
hsa-mir-22-5p,MKI67
hsa-mir-2277-3p,MKI67
hsa-mir-23a-3p,MKI67
hsa-mir-24-2-5p,MKI67
hsa-mir-24-3p,MKI67
hsa-mir-25-3p,MKI67
hsa-mir-27a-3p,MKI67
hsa-mir-29a-3p,MKI67
hsa-mir-29a-5p,MKI67
hsa-mir-29b-2-5p,MKI67
hsa-mir-29c-3p,MKI67
hsa-mir-30a-3p,MKI67
hsa-mir-30e-3p,MKI67
hsa-mir-3157-5p,MKI67
hsa-mir-31-5p,MKI67
hsa-mir-330-5p,MKI67
hsa-mir-331-5p,MKI67
hsa-mir-34a-3p,MKI67
hsa-mir-34c-5p,MKI67
hsa-mir-3609,MKI67
hsa-mir-361-3p,MKI67
hsa-mir-3653-3p,MKI67
hsa-mir-370-3p,MKI67
hsa-mir-378a-5p,MKI67
hsa-mir-449a,MKI67
hsa-mir-449b-5p,MKI67
hsa-mir-4664-5p,MKI67
hsa-mir-4685-3p,MKI67
hsa-mir-498,MKI67
hsa-mir-5010-3p,MKI67
hsa-mir-504-5p,MKI67
hsa-mir-508-5p,MKI67
hsa-mir-511-5p,MKI67
hsa-mir-522-5p,MKI67
hsa-mir-526b-5p,MKI67
hsa-mir-542-3p,MKI67
hsa-mir-550a-3p,MKI67
hsa-mir-589-5p,MKI67
hsa-mir-616-3p,MKI67
hsa-mir-624-3p,MKI67
hsa-mir-671-5p,MKI67
hsa-mir-765,MKI67
hsa-mir-766-3p,MKI67
hsa-mir-769-3p,MKI67
hsa-mir-873-5p,MKI67
hsa-mir-874-3p,MKI67
hsa-mir-92a-2-5p,MKI67
hsa-mir-935,MKI67
hsa-mir-93-5p,MKI67
hsa-mir-942-5p,MKI67
hsa-mir-9-5p,MKI67
hsa-mir-98-5p,MKI67
hsa-mir-103a-3p,MKI67
hsa-mir-107,MKI67
hsa-mir-10b-5p,MKI67
hsa-mir-124-3p,MKI67
hsa-mir-126-3p,MKI67
hsa-mir-128-3p,MKI67
hsa-mir-129-2-3p,MKI67
hsa-mir-138-5p,MKI67
hsa-mir-146a-5p,MKI67
hsa-mir-147a,MKI67
hsa-mir-195-5p,MKI67
hsa-mir-203a-3p,MKI67
hsa-mir-205-5p,MKI67
hsa-mir-26a-5p,MKI67
hsa-mir-374a-5p,MKI67
hsa-let-7a-5p,GSTO1
hsa-let-7b-5p,GSTO1
hsa-let-7c-5p,GSTO1
hsa-let-7e-5p,GSTO1
hsa-let-7f-5p,GSTO1
hsa-let-7g-5p,GSTO1
hsa-let-7i-5p,GSTO1
hsa-mir-135b-5p,GSTO1
hsa-mir-149-5p,GSTO1
hsa-mir-182-5p,GSTO1
hsa-mir-186-3p,GSTO1
hsa-mir-27a-3p,GSTO1
hsa-mir-296-5p,GSTO1
hsa-mir-345-5p,GSTO1
hsa-mir-4738-3p,GSTO1
hsa-mir-484,GSTO1
hsa-mir-497-3p,GSTO1
hsa-mir-589-3p,GSTO1
hsa-mir-593-5p,GSTO1
hsa-mir-628-5p,GSTO1
hsa-mir-874-3p,GSTO1
hsa-mir-98-5p,GSTO1
hsa-mir-135a-5p,GSTO1
hsa-mir-137,GSTO1
hsa-mir-16-5p,GSTO1
hsa-mir-23b-3p,GSTO1
hsa-mir-603,GSTO1
hsa-mir-124-3p,GSTO1
hsa-mir-191-5p,GSTO1
hsa-mir-20a-5p,GSTO1
hsa-mir-214-3p,GSTO1
hsa-mir-320a,RGS10
hsa-mir-320b,RGS10
hsa-mir-320c,RGS10
hsa-mir-320d,RGS10
hsa-mir-941,RGS10
hsa-mir-1-3p,RGS10
hsa-mir-23b-3p,RGS10
hsa-mir-124-3p,RGS10
hsa-mir-16-5p,RGS10
hsa-mir-103a-3p,INCENP
hsa-mir-107,INCENP
hsa-mir-150-5p,INCENP
hsa-mir-17-3p,INCENP
hsa-mir-1976,INCENP
hsa-mir-204-5p,INCENP
hsa-mir-3127-3p,INCENP
hsa-mir-3157-5p,INCENP
hsa-mir-3200-3p,INCENP
hsa-mir-346,INCENP
hsa-mir-421,INCENP
hsa-mir-424-5p,INCENP
hsa-mir-532-3p,INCENP
hsa-mir-548d-3p,INCENP
hsa-mir-92a-2-5p,INCENP
hsa-mir-96-5p,INCENP
hsa-mir-1-3p,INCENP
hsa-mir-124-3p,INCENP
hsa-mir-129-2-3p,INCENP
hsa-mir-147a,INCENP
hsa-mir-27a-3p,INCENP
hsa-mir-34a-5p,INCENP
hsa-mir-429,INCENP
hsa-mir-548b-3p,SCN2B
hsa-mir-212-3p,SCN2B
hsa-mir-1296-5p,FAU
hsa-mir-140-5p,FAU
hsa-mir-193b-3p,FAU
hsa-mir-24-3p,FAU
hsa-mir-3127-5p,FAU
hsa-mir-33b-3p,FAU
hsa-mir-3677-5p,FAU
hsa-mir-518b,FAU
hsa-mir-518d-3p,FAU
hsa-mir-96-5p,FAU
hsa-mir-124-3p,FAU
hsa-mir-126-3p,FAU
hsa-mir-26a-5p,FAU
hsa-mir-7-5p,FAU
hsa-mir-221-3p,FAU
hsa-mir-103a-3p,HMGA2
hsa-mir-106b-5p,HMGA2
hsa-mir-1179,HMGA2
hsa-mir-1228-5p,HMGA2
hsa-mir-1229-3p,HMGA2
hsa-mir-125a-5p,HMGA2
hsa-mir-126-5p,HMGA2
hsa-mir-128-3p,HMGA2
hsa-mir-130a-3p,HMGA2
hsa-mir-130b-3p,HMGA2
hsa-mir-135b-3p,HMGA2
hsa-mir-151a-3p,HMGA2
hsa-mir-15b-5p,HMGA2
